"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000002845",1273.73380476157,-1.19908351509853,0.159982837590463,-7.49507592913212,6.62599946416613e-14,3.7679671446833e-13
"ENSMUSG00000109087",171.289889933326,-2.13667438465833,0.285090314203535,-7.49472808512496,6.64359457419576e-14,3.77695342913466e-13
"ENSMUSG00000089876",159.879765722265,1.52589453740711,0.203607328643594,7.49430065986535,6.66527807613818e-14,3.78825853213259e-13
"ENSMUSG00000003123",181.667246800561,2.01655520269398,0.269118246159193,7.49319390815706,6.72174798569892e-14,3.8193233093498e-13
"ENSMUSG00000084353",9.07104906641023,6.99790860785395,0.933923884080568,7.49301814327543,6.73075922840314e-14,3.82341240720479e-13
"ENSMUSG00000030678",1644.00438273355,1.17990364860248,0.157499608780487,7.49147034547211,6.81062734187442e-14,3.867738745713e-13
"ENSMUSG00000109195",1226.17171600404,-1.84530946159159,0.246407083032225,-7.48886533164415,6.94715761733108e-14,3.94421082833599e-13
"ENSMUSG00000063305",33.4813976332042,-8.30899035273279,1.10959312846726,-7.48832174565686,6.97598473872846e-14,3.95951030334779e-13
"ENSMUSG00000001436",178.524475208593,0.965388964169781,0.128973225449133,7.48518896699632,7.14442647990147e-14,4.05402427969416e-13
"ENSMUSG00000024805",1391.18621471386,-1.34759897153184,0.180108145813158,-7.48216559249813,7.31077442945227e-14,4.14729958142514e-13
"ENSMUSG00000021962",714.914842742354,-0.632395586617279,0.0845281524427842,-7.48147887232408,7.34908556829561e-14,4.16791073589287e-13
"ENSMUSG00000049470",6654.10429683664,-1.21056348999416,0.161915705118839,-7.47650445091574,7.63255591359707e-14,4.32751131710379e-13
"ENSMUSG00000003348",1089.28467405105,-0.864291075475538,0.115620418551794,-7.47524603613473,7.705954234635e-14,4.36795129861514e-13
"ENSMUSG00000101939",3710.01731606968,4.1943117261719,0.561097074326354,7.47519799708016,7.70876986704536e-14,4.36837203681492e-13
"ENSMUSG00000041577",742.981481999376,1.56154226715221,0.208947955895313,7.47335507763747,7.81755272895841e-14,4.42882544894931e-13
"ENSMUSG00000000489",875.990386330525,-1.67603432558747,0.224271705431316,-7.47323128597136,7.82491368083387e-14,4.43180393391099e-13
"ENSMUSG00000017716",238.053091421929,1.84395434663614,0.246815912663256,7.47097027391402,7.96056382774772e-14,4.50742056669757e-13
"ENSMUSG00000078429",5229.69112422815,0.787641492807028,0.105443439545446,7.46980083542849,8.03162894572291e-14,4.54643713749156e-13
"ENSMUSG00000079610",216.687157084392,-1.3793297065646,0.184684265705046,-7.46858267161474,8.10631812797311e-14,4.58625178942711e-13
"ENSMUSG00000084174",102.358162380583,6.80127583274425,0.910647679505002,7.46861380730822,8.10440063286583e-14,4.58625178942711e-13
"ENSMUSG00000049670",55.3172627487923,1.6179828976462,0.216687290762928,7.46690261320583,8.21044862208875e-14,4.64391790654464e-13
"ENSMUSG00000030614",449.458847808687,0.931275863956569,0.124723639059127,7.46671497866643,8.22215956954886e-14,4.64929361167002e-13
"ENSMUSG00000028211",1904.73880254286,1.62300705655392,0.217406154648344,7.46532249364858,8.30958414451219e-14,4.69746789215797e-13
"ENSMUSG00000070687",27.6421240714157,-3.81687491098138,0.511532615426633,-7.46164525168741,8.54486925515697e-14,4.82918053478815e-13
"ENSMUSG00000020100",617.150492447246,-1.28283534539459,0.171929530941641,-7.46140199632155,8.56066260869149e-14,4.83680880939987e-13
"ENSMUSG00000053094",2282.67176783528,-0.835713900284537,0.11201892040356,-7.46047093896094,8.62137701735422e-14,4.86980676618327e-13
"ENSMUSG00000024002",2894.67407618312,-0.912282789724205,0.122283791455719,-7.46037376551707,8.62773805373995e-14,4.87209362246709e-13
"ENSMUSG00000044072",129.041548051174,-1.98820796789629,0.26650738208516,-7.46023600674962,8.6367637379132e-14,4.87588357969167e-13
"ENSMUSG00000040565",1309.58829225162,-1.06996587116897,0.14345640842143,-7.45847385238962,8.75303851581729e-14,4.94020274550642e-13
"ENSMUSG00000109335",102.816889145312,-3.36807846444624,0.45159666922058,-7.4581561247103,8.77416670919077e-14,4.95080124252652e-13
"ENSMUSG00000044338",730.24414600483,-0.925734016325168,0.124130179223592,-7.45776749953508,8.80007759385446e-14,4.96409196318392e-13
"ENSMUSG00000054252",232.926491431699,2.94983597597537,0.395574458543034,7.45709413807985,8.8451509256765e-14,4.98818214274834e-13
"ENSMUSG00000018501",3761.28496867685,-0.953655874853094,0.127900431100519,-7.45623659472736,8.90288161356862e-14,5.01939557710134e-13
"ENSMUSG00000091898",104.986185429144,-1.57515825143439,0.21127717295841,-7.45541143597405,8.95878171200742e-14,5.04956051070851e-13
"ENSMUSG00000056380",1188.34335778554,-1.57893941661114,0.211819497853122,-7.45417410868379,9.04325112003963e-14,5.09580791249305e-13
"ENSMUSG00000036813",49.6141654387743,3.85031805054533,0.516555914817443,7.45382627533377,9.0671375138441e-14,5.10790161174282e-13
"ENSMUSG00000005886",2351.97275918729,-1.43368508789396,0.192454116613082,-7.44949036749522,9.37014811780898e-14,5.27718927276443e-13
"ENSMUSG00000033272",1218.21085774638,1.28807000381556,0.172910482782096,7.44934594531667,9.38041034702723e-14,5.28155707112551e-13
"ENSMUSG00000031422",18082.1347290646,1.31989770725743,0.177190793530808,7.4490196750992,9.40363486588696e-14,5.29321888830811e-13
"ENSMUSG00000025217",549.876037355523,0.814661203556347,0.109367097875552,7.4488691698059,9.41436715071556e-14,5.29784459130412e-13
"ENSMUSG00000028369",1087.82308074825,-1.36976603312114,0.183890374828072,-7.44881853877234,9.41798027190087e-14,5.29846265283523e-13
"ENSMUSG00000039518",46.2613321812262,3.58522650108955,0.481344488852429,7.44835888666156,9.45084428284491e-14,5.31553225294339e-13
"ENSMUSG00000001943",72.7443853267223,-2.00330518603468,0.268970384455659,-7.44805116774828,9.47290839862748e-14,5.32652007074146e-13
"ENSMUSG00000035093",1842.50810718504,-0.865400076785925,0.116205312314867,-7.44716450174893,9.53676778542061e-14,5.36099681085984e-13
"ENSMUSG00000025907",2392.55420984758,-1.41476542018275,0.189988053955559,-7.44660198747911,9.5775003082925e-14,5.38245809536982e-13
"ENSMUSG00000074037",103.064414765521,-3.72713896327584,0.50054557327424,-7.44615308231645,9.61012885521836e-14,5.39935479601589e-13
"ENSMUSG00000030284",376.381378588058,-1.43741474804508,0.193087797141926,-7.44435831430887,9.74167619934143e-14,5.47180420804917e-13
"ENSMUSG00000024538",1421.99635492236,0.94843102855799,0.127427881265604,7.44288470575077,9.85100594158996e-14,5.53173891746692e-13
"ENSMUSG00000031333",377.019289256662,1.13490386436879,0.152503485805494,7.44182244998826,9.93056374482754e-14,5.5749279920003e-13
"ENSMUSG00000031197",459.215811127841,1.26694580100922,0.170259471008781,7.44126475609619,9.97258476646808e-14,5.59702686320501e-13
"ENSMUSG00000093908",75.8576460522107,-2.14882588345036,0.288812892486621,-7.44020069516082,1.005324481783e-13,5.64079400976994e-13
"ENSMUSG00000031068",1251.59087212811,0.649540303621422,0.0873410336822809,7.43682867304096,1.03131164890845e-13,5.78506526380514e-13
"ENSMUSG00000022378",1028.15485335282,-1.12784241139194,0.151660358904615,-7.43663287847876,1.03284069382962e-13,5.79210023377594e-13
"ENSMUSG00000022707",545.939006732182,1.20295706043048,0.161768858420921,7.43627093726775,1.03567311868102e-13,5.80643878059885e-13
"ENSMUSG00000027219",74.2086159247994,-2.26292676043197,0.304479940346615,-7.43210458415058,1.0688323575252e-13,5.99074991771704e-13
"ENSMUSG00000054321",133.427807454328,-1.17843981262359,0.158574239908136,-7.43147066828935,1.07396819570763e-13,6.01793508387343e-13
"ENSMUSG00000024286",2331.35496114314,-0.854238841458423,0.11499053798986,-7.42877506611673,1.09607952195506e-13,6.14020192716594e-13
"ENSMUSG00000101834",60.6176171554434,-8.6314365431376,1.16242181474286,-7.42539105311523,1.12447192456843e-13,6.2975808024275e-13
"ENSMUSG00000020024",360.356952080478,-0.926828799127145,0.124833972312372,-7.42449176261045,1.13213788703303e-13,6.33882889766115e-13
"ENSMUSG00000026028",2014.74958433162,-0.765044423524323,0.103085707917003,-7.42144026541756,1.15853503510684e-13,6.48490293694636e-13
"ENSMUSG00000024769",736.051204820216,1.52056125581451,0.204965423171501,7.41862325989591,1.18344010765517e-13,6.62079119176494e-13
"ENSMUSG00000107268",736.051204820216,1.52056125581451,0.204965423171501,7.41862325989591,1.18344010765517e-13,6.62079119176494e-13
"ENSMUSG00000033533",177.451356217981,6.32248433803665,0.852303537616459,7.41811345253597,1.18800319095342e-13,6.6445551447299e-13
"ENSMUSG00000021798",51.5857886733674,2.27193015044155,0.306289071009546,7.41760110131628,1.19260646244067e-13,6.66853119882232e-13
"ENSMUSG00000078317",77.6435106048823,1.28210347244498,0.172848647692393,7.41749206349968,1.19358838357639e-13,6.67225090304353e-13
"ENSMUSG00000031532",2500.88251447499,-0.729322513687351,0.0983421721476005,-7.41617251033179,1.20553456114777e-13,6.73724341348072e-13
"ENSMUSG00000039725",268.481518365494,1.22452556663601,0.165126955206988,7.41566127166248,1.2101944194602e-13,6.75969942301351e-13
"ENSMUSG00000042492",1714.45056513732,-0.881330788181192,0.118846960168391,-7.41567800247021,1.2100416410506e-13,6.75969942301351e-13
"ENSMUSG00000090150",955.332857290723,1.01484425135974,0.136853607996349,7.41554618996097,1.21124580892045e-13,6.76377894199442e-13
"ENSMUSG00000022507",1718.55524336804,-0.922435510067164,0.124397939132402,-7.41519929108616,1.21442052028045e-13,6.77791415676526e-13
"ENSMUSG00000057914",79.853912209888,-2.31705632384337,0.312473244384397,-7.41521511196324,1.21427555470001e-13,6.77791415676526e-13
"ENSMUSG00000002732",196.61789525754,1.5293717252798,0.206306680558711,7.41309840834054,1.23382261062757e-13,6.88437727312297e-13
"ENSMUSG00000033060",1709.92694606414,0.841752711789592,0.113557198762182,7.41258784969186,1.23858354550302e-13,6.90911218432701e-13
"ENSMUSG00000106631",1168.8810747459,-1.88099018722765,0.253794665912518,-7.41146462028486,1.24912124413365e-13,6.96604962748856e-13
"ENSMUSG00000094595",64.3464615962018,1.92968123056322,0.260440351803147,7.40930204249519,1.26965840015329e-13,7.0787067565043e-13
"ENSMUSG00000001143",650.481909192324,-0.993269861541231,0.134070991090338,-7.40853672717283,1.27700549959838e-13,7.11778541561859e-13
"ENSMUSG00000060317",14.0008545378911,6.46449983584757,0.87263276759285,7.40804159082845,1.2817810974177e-13,7.14251413422205e-13
"ENSMUSG00000025234",2277.27962495176,-1.02778923030788,0.138743109576282,-7.40785782765516,1.28355795789932e-13,7.15052422395051e-13
"ENSMUSG00000021365",969.911220321781,0.979220696310774,0.132202406583076,7.40698086835079,1.29207093053937e-13,7.19604611037112e-13
"ENSMUSG00000048661",627.340145043722,-0.920838356012697,0.12434658820917,-7.40541714312022,1.30738848359875e-13,7.27943127931873e-13
"ENSMUSG00000063838",148.384992315757,3.23125441574726,0.436406781442902,7.40422594961446,1.31917649135291e-13,7.34312536230235e-13
"ENSMUSG00000017049",16.6787681936278,6.20295378461546,0.838135812056393,7.40089338194047,1.3527131131118e-13,7.52781631805404e-13
"ENSMUSG00000027871",559.682248589608,7.6075837622372,1.02809065585909,7.39972075310825,1.36471175759139e-13,7.59258305273118e-13
"ENSMUSG00000100450",65.8436276558479,-4.61531181727484,0.623763150965698,-7.39914150127258,1.37067734280187e-13,7.62375948666645e-13
"ENSMUSG00000028669",649.995649776933,-1.48708765738563,0.201056427042968,-7.39636966227311,1.39958045363236e-13,7.78246518278706e-13
"ENSMUSG00000019989",573.997266699316,2.2644457520061,0.306169746541863,7.39604672761642,1.40298653332826e-13,7.7993465094177e-13
"ENSMUSG00000027801",13.6635554513773,6.28793742812971,0.850324418573577,7.39475109826642,1.41673397343322e-13,7.87369245219324e-13
"ENSMUSG00000001056",385.478502798784,1.11274841834974,0.150490652501372,7.39413644538216,1.42330203514255e-13,7.90810932975168e-13
"ENSMUSG00000039219",1695.34152747695,-0.951827092437333,0.128736749635453,-7.39359270086158,1.42913731998577e-13,7.93843769965204e-13
"ENSMUSG00000024583",2499.72880767305,0.930562933725001,0.125887382036471,7.39202705363598,1.44607093493808e-13,8.03038179446767e-13
"ENSMUSG00000033781",563.495997080262,0.863045227483497,0.116759700053381,7.3916362159968,1.45032878643087e-13,8.05190440087272e-13
"ENSMUSG00000027404",883.919814257156,1.00604504187835,0.136126007914658,7.39054246348777,1.46230989553492e-13,8.11628218888967e-13
"ENSMUSG00000020070",606.048705582312,-1.25108030480183,0.169285974568566,-7.39033642917126,1.4645776833083e-13,8.12672826168621e-13
"ENSMUSG00000050332",384.835737426178,1.0757258686601,0.145657637585032,7.38530355493453,1.52105959989629e-13,8.43791593212609e-13
"ENSMUSG00000005417",6091.05986614401,-0.928171475342432,0.125683089410296,-7.38501479950407,1.52436432004735e-13,8.4540226004416e-13
"ENSMUSG00000038893",731.221651857113,-1.32901167503621,0.180046283787492,-7.38150017361558,1.56515811269506e-13,8.67797796746635e-13
"ENSMUSG00000023032",636.088040070953,-2.41255343201891,0.326852145847161,-7.38117666557109,1.56896649824402e-13,8.69680482807242e-13
"ENSMUSG00000090066",61.3780929772029,-3.37367407960954,0.457183373311006,-7.37925803201628,1.59174078764785e-13,8.82072242371188e-13
"ENSMUSG00000075284",1490.90220954334,1.11500566032863,0.151115136136239,7.37851739301213,1.60061883992388e-13,8.86758830879731e-13
"ENSMUSG00000006529",432.715863101137,6.27041482727065,0.849983287455612,7.37710366758017,1.61770046904779e-13,8.95986624142162e-13
"ENSMUSG00000079641",1118.87966053267,2.28015463408758,0.309099245460822,7.3767719189615,1.62173476470759e-13,8.97985013340976e-13
"ENSMUSG00000022479",607.806020790379,4.78385052533827,0.648838863022995,7.37294079927627,1.66904617288321e-13,9.23939406633641e-13
"ENSMUSG00000061232",5842.10369495375,-1.55902083392679,0.211491886975874,-7.371539666222,1.68668561509328e-13,9.33213740136563e-13
"ENSMUSG00000100855",35.3521766163927,-6.39472521382116,0.867487429855635,-7.37154798298963,1.68658037342048e-13,9.33213740136563e-13
"ENSMUSG00000042363",1853.98113367469,-1.11483718248694,0.151275254518462,-7.36959383103125,1.71148670152241e-13,9.46687143984659e-13
"ENSMUSG00000025405",15.1586994706502,6.45236703539559,0.875641896352731,7.36872808652866,1.72263608783492e-13,9.5260419250903e-13
"ENSMUSG00000061356",66.8972743012921,-2.23339723998756,0.303297605880369,-7.36371536301704,1.7886086382013e-13,9.88826958757888e-13
"ENSMUSG00000021009",581.209713394533,1.00016389397299,0.135825889646317,7.36357329650011,1.79051410323597e-13,9.89620714613813e-13
"ENSMUSG00000028843",1092.23292136881,1.20732836600214,0.163971176942476,7.36305238832121,1.79751785489995e-13,9.92970731119218e-13
"ENSMUSG00000050234",225.447353314689,-1.5343008034193,0.208377888503896,-7.36306915496275,1.79729200419509e-13,9.92970731119218e-13
"ENSMUSG00000031849",118.229390915639,3.19995623681864,0.43474314352183,7.36056746265388,1.83130054688622e-13,1.01136752876398e-12
"ENSMUSG00000072423",46.7831354794271,-1.98030785370567,0.269064514952161,-7.35997407186063,1.839459539166e-13,1.01560725971406e-12
"ENSMUSG00000020892",83.142302685268,-2.71819950147778,0.369326198384275,-7.35988812429049,1.84064425645366e-13,1.01599512285099e-12
"ENSMUSG00000027887",18.0285163261729,4.59230634495743,0.624117179721421,7.35808353650389,1.86569285889993e-13,1.02948175604443e-12
"ENSMUSG00000040350",117.606685820358,-2.3672587093502,0.32172474695942,-7.35802493194217,1.86651190989394e-13,1.02948175604443e-12
"ENSMUSG00000057606",70.0023767368247,2.31622311585657,0.314788798161799,7.3580226786407,1.86654340884225e-13,1.02948175604443e-12
"ENSMUSG00000071362",103.02569785234,-2.01249586782467,0.273525861334706,-7.35760727707583,1.87235924758705e-13,1.03241918313037e-12
"ENSMUSG00000019256",397.82440569692,1.20458859366026,0.163736650471813,7.35686598076358,1.88278204862439e-13,1.03789468818596e-12
"ENSMUSG00000038046",91.7679357756824,-1.15531227917062,0.157042106893074,-7.3567038931619,1.8850686218099e-13,1.0388833584335e-12
"ENSMUSG00000068206",408.902398071289,0.914477570368609,0.1243060826244,7.3566598758628,1.88569004567621e-13,1.03895406831464e-12
"ENSMUSG00000023990",513.468709796883,-1.52146874422518,0.206825243063117,-7.35630100896763,1.89076394270313e-13,1.04147726820424e-12
"ENSMUSG00000044139",36.6504656347525,1.93677904977001,0.263325203862033,7.35508421284569,1.90806785316574e-13,1.05073396754702e-12
"ENSMUSG00000075469",32.3251879552144,-2.6408643617361,0.359076501650285,-7.35460089869128,1.91498409441105e-13,1.0542670469074e-12
"ENSMUSG00000040183",224.96690979557,-1.38449674370359,0.188315245957114,-7.35201622506382,1.95239100526276e-13,1.07458009639188e-12
"ENSMUSG00000022987",40.4877037177002,1.71162134014742,0.232814782606792,7.35185850736216,1.95469668343387e-13,1.07556814894929e-12
"ENSMUSG00000036899",24.1629912808748,4.71294908032668,0.641133850145071,7.35095967754668,1.96788784797904e-13,1.08254383992351e-12
"ENSMUSG00000030638",34.5372069353738,-2.71913554427687,0.369993063729058,-7.349152756734,1.99467126853526e-13,1.09699109780134e-12
"ENSMUSG00000017950",2455.10379885517,5.90393323519957,0.803374760291863,7.34891550869073,1.99821441282245e-13,1.09865290876191e-12
"ENSMUSG00000025352",62.573565409711,-1.50198454119742,0.204400142056335,-7.34825585778436,2.00809839546157e-13,1.10379924586433e-12
"ENSMUSG00000021124",976.187110855465,-1.0460844700571,0.14237046905217,-7.34762255839564,2.01763272039992e-13,1.10875075081132e-12
"ENSMUSG00000043008",64.197844728397,1.49617998761885,0.203674446593234,7.34593864200812,2.04320095601946e-13,1.12250849914926e-12
"ENSMUSG00000083932",28.2342908490977,-7.81239725156483,1.06354978184663,-7.3455868121192,2.04858313129075e-13,1.12517200190732e-12
"ENSMUSG00000079808",30.8780992264293,-2.4171605983202,0.329083850935902,-7.34512067804569,2.05573534944985e-13,1.12880604841175e-12
"ENSMUSG00000015027",1711.00459547463,-0.97134494734313,0.132255254854353,-7.34447147988814,2.06573733655601e-13,1.13400260406197e-12
"ENSMUSG00000036061",329.84914327947,0.753949805962307,0.10268172837614,7.34258974683855,2.09499948788587e-13,1.14976671555789e-12
"ENSMUSG00000022091",1711.36547684542,-1.20791045590256,0.16456909183723,-7.33983789068523,2.13852716660343e-13,1.17334971023874e-12
"ENSMUSG00000004347",76.1385503651293,-1.7264570799576,0.235246840654618,-7.33891717803058,2.1532880127346e-13,1.18114098256457e-12
"ENSMUSG00000007908",13.4658235915613,3.56089777393373,0.485278165836438,7.33784873217214,2.17054281153679e-13,1.19029584841928e-12
"ENSMUSG00000084407",27.035179484012,-2.61544911877062,0.356481575588954,-7.33684234437518,2.18691959670461e-13,1.19896458451651e-12
"ENSMUSG00000042079",5573.14157800974,0.71352331633303,0.0972556611716521,7.33657360134226,2.19131330441614e-13,1.20106087436898e-12
"ENSMUSG00000004891",443.593578331284,-1.08356159035092,0.147703582957498,-7.33605487866001,2.1998184918604e-13,1.20540899362827e-12
"ENSMUSG00000021932",279.936561723007,0.861550723796252,0.117444020368902,7.33584154467845,2.20332580592766e-13,1.20701693720982e-12
"ENSMUSG00000028005",430.732036344025,1.39723698959831,0.1905044277288,7.33440690201388,2.22705512802392e-13,1.21969910299808e-12
"ENSMUSG00000024422",956.087853140005,-0.708063608156775,0.0965431507918765,-7.33416718171118,2.23104456190256e-13,1.22156647283589e-12
"ENSMUSG00000001576",1815.24092997242,0.637687176493386,0.0869745054278363,7.33188620454396,2.26935758967059e-13,1.24222122776746e-12
"ENSMUSG00000031445",400.69517943667,5.92085097081712,0.807611742913849,7.33130866752234,2.27916043198251e-13,1.2472631465309e-12
"ENSMUSG00000020608",1829.86325207305,-1.09865634184334,0.149870378719564,-7.33071038606725,2.2893592448386e-13,1.25251908412112e-12
"ENSMUSG00000033114",141.837650057706,1.08671337988259,0.148262222956947,7.32967143085502,2.30717678644047e-13,1.26193945258344e-12
"ENSMUSG00000019909",20.5579525552588,-4.85189712961512,0.662034337288095,-7.32876960655855,2.32275299044945e-13,1.27012932145807e-12
"ENSMUSG00000027198",2108.77316668356,-0.810527126621003,0.110631427759935,-7.32637319279484,2.36464727919691e-13,1.29270247860404e-12
"ENSMUSG00000028465",7942.94349078345,-0.852393801112755,0.116350610957166,-7.32607928828633,2.36983616616238e-13,1.29520306575552e-12
"ENSMUSG00000022211",45.8129027382341,1.89280538970868,0.258450617739706,7.32366363161485,2.41291052381297e-13,1.31840279632302e-12
"ENSMUSG00000028378",332.76174365411,1.43021199246459,0.195391666517993,7.31971848109951,2.48491700395022e-13,1.35739477200485e-12
"ENSMUSG00000021275",492.421413265263,-0.865439356577991,0.118237459597488,-7.31950229245606,2.48892328322293e-13,1.35923081011467e-12
"ENSMUSG00000033308",78.1924916871338,5.7906242455234,0.791299846491972,7.31786347639857,2.51949988968564e-13,1.37557251038577e-12
"ENSMUSG00000049037",34.9317506709776,2.75225545077029,0.376106320155145,7.31775911033608,2.52145957339821e-13,1.37628579668205e-12
"ENSMUSG00000051483",361.420978731,1.24519809306734,0.170223634558792,7.31507170725623,2.57243984752668e-13,1.40374864406992e-12
"ENSMUSG00000038650",2636.74264617337,1.12626550724709,0.154016798860194,7.31261469905917,2.61993469778504e-13,1.42929580910494e-12
"ENSMUSG00000041959",2225.72921239659,0.862537490474445,0.117995708002529,7.30990563195706,2.67330063302005e-13,1.45803186738544e-12
"ENSMUSG00000048997",95.9333664765263,2.02711647761408,0.277374177014593,7.30823791685348,2.70668241554391e-13,1.47585641338236e-12
"ENSMUSG00000039883",270.4289840326,2.03614590161854,0.278671359358996,7.30662062402864,2.73944584544345e-13,1.49333465763643e-12
"ENSMUSG00000028664",84.5244707397817,1.69093818403439,0.231439383792974,7.30618167194466,2.74840522867824e-13,1.49783108543771e-12
"ENSMUSG00000024056",174.080444122452,1.60645104841776,0.219877905916329,7.30610491182804,2.74997492139706e-13,1.49829898161145e-12
"ENSMUSG00000032014",1469.57137676892,-1.25533699620658,0.171869543743651,-7.30401075643137,2.79314034368658e-13,1.52142383405203e-12
"ENSMUSG00000011034",466.502001471237,5.72641343090103,0.784155169467675,7.30265342099118,2.82147293044677e-13,1.5364593737809e-12
"ENSMUSG00000022949",556.798938052792,5.1005769271067,0.698695635736733,7.30014138664033,2.87465490470461e-13,1.5650156120729e-12
"ENSMUSG00000010760",298.357681619242,2.53066835775076,0.346761994468926,7.29799804510448,2.92080881006794e-13,1.58973187340019e-12
"ENSMUSG00000074766",83.6157306490952,-2.42832682279908,0.332882641607098,-7.29484364542275,2.99006109505179e-13,1.62700406021813e-12
"ENSMUSG00000021809",228.555077232461,1.23953193192955,0.169956004133877,7.29325179328852,3.0256186448342e-13,1.64592716829362e-12
"ENSMUSG00000062944",106.325777706689,1.10092417188915,0.150963799803795,7.29263686605668,3.0394653296469e-13,1.65303291250208e-12
"ENSMUSG00000079497",12.7239387277646,3.38403291980404,0.464092676621384,7.29171799141489,3.06027224275886e-13,1.66391937761771e-12
"ENSMUSG00000020096",73.9980832504513,-4.0839754468811,0.560161774827897,-7.2907071321242,3.08332366612307e-13,1.67602028693361e-12
"ENSMUSG00000034902",1771.35196622422,1.36856026393993,0.187720643956632,7.29040895606613,3.09015572165239e-13,1.67930077120181e-12
"ENSMUSG00000020330",312.914275214669,1.38015616303851,0.189329517634053,7.28970411104179,3.1063648811009e-13,1.68767410211229e-12
"ENSMUSG00000041308",213.031358954072,-1.51116146183589,0.207302068137868,-7.28965936235079,3.1073967708855e-13,1.68779949898909e-12
"ENSMUSG00000021250",591.886686715729,1.32714292164187,0.1820631845896,7.28946340597886,3.11191942545776e-13,1.6898203704889e-12
"ENSMUSG00000025156",1112.72921124179,0.679658653180277,0.0932747417368936,7.28663130579805,3.17801049894687e-13,1.72526418970141e-12
"ENSMUSG00000024556",583.934435435872,0.869128785688176,0.119281680503225,7.2863559770578,3.18450873492021e-13,1.72822755742173e-12
"ENSMUSG00000038296",222.19363001889,-1.28232626864279,0.17599068023912,-7.28633054262007,3.18510968981374e-13,1.72822755742173e-12
"ENSMUSG00000074093",35.1671350216968,2.50723716414111,0.344116921596941,7.28600370044516,3.19284210731609e-13,1.73197709472303e-12
"ENSMUSG00000037349",113.826680644715,-1.5031399701252,0.206326550586949,-7.28524741895373,3.21080493637449e-13,1.74127282379599e-12
"ENSMUSG00000082530",51.4786765799008,-7.85632924179417,1.07858360792338,-7.28393161557512,3.24229411049608e-13,1.75789744246119e-12
"ENSMUSG00000030138",1245.46857816091,0.686844524632412,0.0943083308551661,7.2829676700273,3.26555508518215e-13,1.77005351401345e-12
"ENSMUSG00000029376",73.3585293061015,2.00953218929702,0.275936163868072,7.28259812388275,3.27451599825872e-13,1.77445415553788e-12
"ENSMUSG00000024177",95.269157366366,1.48140168990496,0.203433727771044,7.28198665057258,3.28939633246204e-13,1.78205943246703e-12
"ENSMUSG00000052974",11.7296106163459,5.5434283845612,0.761682672073624,7.27787120254375,3.39128866251961e-13,1.83678819616004e-12
"ENSMUSG00000038984",25.468284621418,2.37708168592192,0.326649062327497,7.2771728441047,3.40888392567958e-13,1.8458436245218e-12
"ENSMUSG00000026199",458.627145283613,0.820858734460439,0.112809297267816,7.27651669092196,3.42549749675448e-13,1.85436296914491e-12
"ENSMUSG00000038884",445.290346250623,1.34901555665351,0.185401570985132,7.2761819087374,3.43400467561028e-13,1.85849074005736e-12
"ENSMUSG00000020135",95.1761143390362,-2.37281479914279,0.326125716139219,-7.27576723244315,3.44457082223315e-13,1.86373042253801e-12
"ENSMUSG00000022247",696.722783292251,-1.40323986270155,0.192887058812135,-7.27493006188796,3.46599971079024e-13,1.87484333521539e-12
"ENSMUSG00000030096",3776.5675109832,-1.16633153321324,0.160365410341048,-7.27296198558534,3.51689317065434e-13,1.90188455370935e-12
"ENSMUSG00000030834",281.355764979612,6.34969924327903,0.873101376241492,7.27257958361385,3.52686670268959e-13,1.90678867228552e-12
"ENSMUSG00000023048",1872.25473890577,0.778105750555501,0.107009928329778,7.27134166614497,3.55934405554635e-13,1.92385376876106e-12
"ENSMUSG00000032120",631.38915016648,1.41120370847898,0.194090945787523,7.27083740435715,3.57265763020195e-13,1.93055459376058e-12
"ENSMUSG00000001166",142.881387581304,-1.77350130070166,0.244049167589221,-7.26698360916676,3.67603389443133e-13,1.98590661850702e-12
"ENSMUSG00000002871",831.884684539177,1.17303568964854,0.161429779986988,7.26653836574077,3.68816500820057e-13,1.99194946315759e-12
"ENSMUSG00000058006",889.065481793689,-1.43710297611031,0.19777805745613,-7.26624072758464,3.6962963809087e-13,1.99582953483766e-12
"ENSMUSG00000025934",205.693133289096,2.1233365685442,0.292356216026145,7.26284050808181,3.79044782489543e-13,2.04614258833517e-12
"ENSMUSG00000068735",1742.17300940498,-1.78338657464874,0.245597604556476,-7.26141681173703,3.83056559731127e-13,2.06726912320059e-12
"ENSMUSG00000051355",317.593656322257,0.990203220295106,0.136383919771962,7.26041033246993,3.85917806212239e-13,2.08217727505394e-12
"ENSMUSG00000005580",382.882518383145,-1.14596832616804,0.157850776357998,-7.25982065219011,3.87603904651075e-13,2.09073903407412e-12
"ENSMUSG00000004929",242.636030521392,1.18405587987607,0.163099138919056,7.25973103060774,3.8786079602157e-13,2.09158922738123e-12
"ENSMUSG00000021392",511.658274920121,-0.981378633314346,0.135257250749132,-7.25564528244445,3.99751440075454e-13,2.15515943985408e-12
"ENSMUSG00000027259",216.265833112618,1.16937516970038,0.161209970976725,7.25373971979195,4.05418855909322e-13,2.18515473910297e-12
"ENSMUSG00000030691",1361.19068382965,-1.1245595105707,0.155069650681152,-7.2519639119003,4.10771348097929e-13,2.21343773224431e-12
"ENSMUSG00000021188",1317.29537897787,-0.722018463947569,0.0995913433067679,-7.24981147933269,4.17352120741726e-13,2.24832314802031e-12
