"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000078721",0.997681733431895,2.11628441284902,1.6156825030285,1.30983928394482,0.190250210514354,0.256618545795578
"ENSMUSG00000089748",0.681395449583745,2.55711450728567,1.95238067912154,1.30974176021667,0.190283211213776,0.256646628068821
"ENSMUSG00000108844",0.722235599849318,-2.75374039916641,2.10292484358527,-1.30948112937387,0.190371425823455,0.256749172364254
"ENSMUSG00000059625",0.660180191271905,2.55485759056588,1.95137098876237,1.30926287480899,0.190445320681025,0.256832392077611
"ENSMUSG00000038071",1.36005158194331,1.67926402979953,1.28285259055962,1.30900778636381,0.190531713220312,0.256932454290755
"ENSMUSG00000075054",302.104262336408,0.210477968199984,0.160819783891168,1.3087815634824,0.190608353802352,0.257019354000753
"ENSMUSG00000083241",1.00756065534913,-2.0039249744617,1.53143113293057,-1.30853091031717,0.190693297465285,0.257117437878926
"ENSMUSG00000082101",11.1039370817917,0.53388303998055,0.408039427607768,1.30841042276373,0.190734139318181,0.257156049228562
"ENSMUSG00000067724",2.17366669161186,-1.31921262264119,1.00835343208666,-1.3082839614194,0.190777013042147,0.257197394918415
"ENSMUSG00000024905",2.08686553401073,-1.27654404422006,0.975800231438896,-1.30820223555153,0.190804724035798,0.257218294881964
"ENSMUSG00000033813",1569.08290859851,0.179361742506287,0.137124586985816,1.30802029343461,0.190866426243146,0.2572850118053
"ENSMUSG00000015790",568.341553894277,-0.233039105663762,0.178168773268953,-1.30796828977421,0.19088406499378,0.257292327129035
"ENSMUSG00000057580",4.09195495935455,-1.17898604591399,0.90178008381325,-1.30739862975079,0.191077362478583,0.257536396498289
"ENSMUSG00000014959",2452.865403349,0.105309807351497,0.0805576969258691,1.30725940996557,0.191124624542285,0.257583618913927
"ENSMUSG00000032264",405.180855784335,0.166554207687994,0.127417078037245,1.30715764522013,0.191159176883553,0.257613707161288
"ENSMUSG00000020056",401.824922552036,0.173146753581646,0.132472384662253,1.3070403618316,0.191199003995122,0.257650899595345
"ENSMUSG00000056718",15.4220435129183,-0.426856532292626,0.326735252327833,-1.3064293774592,0.191406580927695,0.257897630847708
"ENSMUSG00000056895",2.59375766473479,1.13680761568842,0.870148922616568,1.30645178789626,0.191398964237333,0.257897630847708
"ENSMUSG00000084308",59.7577945460701,0.373370042610187,0.285834997312328,1.30624327364018,0.191469841105935,0.257966369245488
"ENSMUSG00000010021",2.03174983889811,1.30714829205761,1.00095608251017,1.3058997441522,0.19158665362066,0.258090742016221
"ENSMUSG00000082955",0.592604689706874,-2.47847519039009,1.89785926288058,-1.30593202502711,0.191575674718502,0.258090742016221
"ENSMUSG00000045281",5.95650336855403,0.866045823634039,0.663239539892735,1.3057813528037,0.191626923127498,0.258128485606627
"ENSMUSG00000020372",6619.51166874039,-0.138682697325725,0.106224827899139,-1.30555822088414,0.191702835905,0.258203836738419
"ENSMUSG00000081692",0.914104185775523,-1.99816921391638,1.53052509248258,-1.30554489026721,0.191707371878071,0.258203836738419
"ENSMUSG00000064010",1.1806349820011,-2.30003939279635,1.76183805042139,-1.30547719312013,0.191730408222146,0.258218356611634
"ENSMUSG00000020419",4.47646836947827,-1.05008260496911,0.804595600771815,-1.30510607311525,0.191856731080962,0.258366573856464
"ENSMUSG00000074003",0.945200851319552,-2.7948230850471,2.14150649300921,-1.30507336502158,0.191867867287165,0.258366573856464
"ENSMUSG00000104572",1.31385282626098,2.22810596014547,1.70730095938103,1.30504580806495,0.191877250041867,0.258366573856464
"ENSMUSG00000040025",1002.31006460826,-0.184509748323713,0.141486193662175,-1.30408305961121,0.192205264163118,0.258791712081591
"ENSMUSG00000082949",0.589992400469406,-2.47413044722227,1.89776618974535,-1.30370667397876,0.192333613016746,0.25894797703686
"ENSMUSG00000020527",165.730488377141,0.221903169299524,0.170228796466676,1.30355835149762,0.19238420881902,0.258999546045236
"ENSMUSG00000084113",0.636370094559897,-2.47570900529648,1.8998159413467,-1.30313097780491,0.192530049351912,0.259179324630722
"ENSMUSG00000073557",555.783838942049,-0.22066532437545,0.16936229466482,-1.30291883923847,0.192602471442321,0.259260252416194
"ENSMUSG00000070002",914.041399614822,0.220168612091126,0.169008239468848,1.30270933998876,0.192674012143185,0.259339983507619
"ENSMUSG00000034757",751.761189497278,0.244300516269292,0.187538524297361,1.30266843670972,0.192687982248464,0.259342219112871
"ENSMUSG00000045733",18.373707219792,-0.699264062140039,0.53683952454657,-1.30255696566056,0.192726057847492,0.259376896377438
"ENSMUSG00000046474",0.588620407434468,-2.47169765374427,1.89788767156706,-1.30234138235559,0.192799711160433,0.259459447779711
"ENSMUSG00000083274",0.686497814578561,-2.69951661761384,2.07369550561463,-1.30179026298932,0.192988093265564,0.259696374593611
"ENSMUSG00000018865",5.51461971835124,-0.817827324646399,0.628342047493578,-1.30156389805309,0.193065507873584,0.259783956149479
"ENSMUSG00000089984",14.0341704024595,0.432215740649355,0.332147784631285,1.30127539802547,0.19316420514307,0.259900162089491
"ENSMUSG00000068579",2.3644361311216,-1.6345953478517,1.2564072833757,-1.30100753909981,0.193255874167887,0.260006897371853
"ENSMUSG00000033004",4412.7618223008,-0.174260141377559,0.133951014014233,-1.30092439135282,0.193284336215461,0.26002858564099
"ENSMUSG00000021120",477.600827189684,-0.20294258988517,0.156010974883641,-1.30082252249582,0.193319210824948,0.260058897514419
"ENSMUSG00000060935",1686.25642795458,-0.232304755627284,0.178599364946797,-1.30070314469755,0.193360085468661,0.26009727643103
"ENSMUSG00000074576",74.9428245831618,-0.439765067699677,0.338203030722663,-1.30029901494377,0.193498505549007,0.260266854788817
"ENSMUSG00000106806",9.70346385245418,-0.677497292962498,0.521444577652172,-1.29926999339596,0.193851288315553,0.260724723493162
"ENSMUSG00000022674",403.302766086086,0.282678708025916,0.217688149999874,1.29854890138062,0.194098783849445,0.2610409343115
"ENSMUSG00000050493",40.8857421718316,0.516669870408048,0.397933278341667,1.29838316755311,0.194155700315181,0.261067971358384
"ENSMUSG00000083037",1.95247012912835,-1.41061299813183,1.08643902155738,-1.29838211822488,0.194156060715483,0.261067971358384
"ENSMUSG00000105696",0.87860135029197,-3.05771847658201,2.35495761285953,-1.29841762751269,0.194143865035088,0.261067971358384
"ENSMUSG00000055540",0.72518534601412,-2.73320129855513,2.10536530617188,-1.29820762721925,0.194215997898052,0.261131899152142
"ENSMUSG00000033423",509.413626006838,0.234915788494905,0.180990836977292,1.29794299213268,0.194306925239299,0.261220814692878
"ENSMUSG00000044320",1.84241835933498,1.91998303676177,1.47920999968366,1.29797867589617,0.194294662648062,0.261220814692878
"ENSMUSG00000051052",1.33218787145563,1.47038285024627,1.13373395274481,1.29693818085489,0.194652458068447,0.261668642828055
"ENSMUSG00000014313",1090.39089614484,-0.311440103999865,0.240172694999142,-1.29673401883164,0.194722720034135,0.261733083914183
"ENSMUSG00000031835",2486.27820852877,0.120269183424088,0.0927482898038247,1.29672669629244,0.194725240417429,0.261733083914183
"ENSMUSG00000031585",806.234928208914,-0.151512153800277,0.116863645625278,-1.2964866275531,0.194807884194374,0.261827463134172
"ENSMUSG00000036390",321.512529079134,-0.286920575330422,0.221381961841994,-1.29604315068454,0.194960618976242,0.262016028654107
"ENSMUSG00000029193",1.21826627497114,-1.94904178566005,1.50393490023682,-1.29596153753274,0.194988736360238,0.262037102077679
"ENSMUSG00000018102",1054.41526982585,0.210715489337141,0.162646692565901,1.29554118816012,0.195133602343293,0.262199437702603
"ENSMUSG00000083104",5.03485078041699,-0.784946658840522,0.605884328856154,-1.29553880411863,0.195134424186094,0.262199437702603
"ENSMUSG00000028688",279.126744395516,0.135298461008909,0.104445436915817,1.29539848751802,0.195182799538883,0.26224771401599
"ENSMUSG00000051517",56.4580795351403,0.409328312507729,0.316060088500403,1.29509649399218,0.195286944230557,0.262370911107869
"ENSMUSG00000042105",592.805996172128,0.292745119999572,0.226148892349646,1.29447956590901,0.195499823052991,0.262640169094145
"ENSMUSG00000034083",364.654808268759,-0.182548869153324,0.141030098485929,-1.29439652324668,0.195528490957912,0.262661934199965
"ENSMUSG00000038416",1294.46510215449,0.0984354444508859,0.0760508871243195,1.29433657085386,0.19554918957856,0.262666477731663
"ENSMUSG00000091779",1.04910642274736,-2.70774088079919,2.09202698702152,-1.29431450817672,0.195556807143142,0.262666477731663
"ENSMUSG00000071757",122.666853877398,-0.297648447240939,0.230025296466882,-1.29398136558339,0.195671857488208,0.262804256098621
"ENSMUSG00000049353",19.183352881983,0.512842080582304,0.396340668619113,1.29394261348222,0.195685243694698,0.262805481858974
"ENSMUSG00000096361",0.981544285140522,-3.13886602913516,2.42630430368914,-1.29368192784499,0.195775310239131,0.262909682671187
"ENSMUSG00000036299",861.087066929089,-0.110620099439504,0.0855159367890267,-1.29356121903232,0.195817025265087,0.262933033198512
"ENSMUSG00000069835",74.5449196816677,-0.228738255635046,0.176828568836867,-1.29355938997657,0.195817657407464,0.262933033198512
"ENSMUSG00000090351",3.98441247722303,-1.71371669791856,1.32520412191494,-1.29317187411266,0.195951621005897,0.263096144721721
"ENSMUSG00000029012",489.506860804934,-0.174461474867044,0.134922377209145,-1.29305070423277,0.195993523014827,0.263135636041509
"ENSMUSG00000089670",3.71828202027626,-1.2342804302386,0.954591776700699,-1.29299294249587,0.196013500032465,0.263145688300242
"ENSMUSG00000098149",0.765694941188384,-2.03782062702713,1.57623943342371,-1.29283697883438,0.196067447844812,0.263201341742105
"ENSMUSG00000061702",17.519896039675,-0.508319743682424,0.39320322045943,-1.29276597248743,0.196092012535807,0.263217546643535
"ENSMUSG00000040820",845.161390950065,0.140675883972005,0.108838024931679,1.29252514514401,0.196175343703237,0.263312627666657
"ENSMUSG00000033255",1.48917464090036,-1.64426343556265,1.27247340871046,-1.29217901474968,0.196295157311138,0.263456661319172
"ENSMUSG00000092247",10.7407081970468,0.632510800734678,0.489721257501024,1.29157309601443,0.196505026129945,0.263721536118977
"ENSMUSG00000047619",0.576294089943654,-2.45206353406902,1.89929749303289,-1.29103710348896,0.19669081193808,0.263922368201596
"ENSMUSG00000081441",6.37652772510428,1.42605565582629,1.10455338163041,1.29106992884428,0.196679430312072,0.263922368201596
"ENSMUSG00000087408",4.30786688507602,1.04191342217414,0.807038595231069,1.29103295471987,0.196692250486566,0.263922368201596
"ENSMUSG00000047976",3.67449929327348,-1.20384701340777,0.932537425626927,-1.29093694293121,0.196725543865987,0.263950231402438
"ENSMUSG00000046491",18.886580632288,0.614896892188347,0.476351676039384,1.29084649664906,0.196756911106061,0.263971012654425
"ENSMUSG00000082924",0.895011368410374,-2.38869087402449,1.85052200644642,-1.29082003116057,0.196766090167437,0.263971012654425
"ENSMUSG00000027485",3.99316504181877,-0.950670655983877,0.736741333713573,-1.29037236338022,0.196921402909729,0.264145733615909
"ENSMUSG00000046865",608.351443389833,0.195621747638519,0.151600695208715,1.2903750036845,0.196920486626083,0.264145733615909
"ENSMUSG00000017720",1.8874049393006,-1.24715396413958,0.966707807762906,-1.29010436672242,0.197014423943724,0.264232146627242
"ENSMUSG00000054746",1.01812260122291,-2.41173665604072,1.86944972166826,-1.29007837337745,0.197023447886182,0.264232146627242
"ENSMUSG00000056962",647.187577367159,-0.213662363920396,0.165615372607766,-1.29011190541123,0.197011806842203,0.264232146627242
"ENSMUSG00000031986",340.738384846377,-0.240318179751526,0.186299140045319,-1.28995861007767,0.197065029250187,0.26427109039986
"ENSMUSG00000079304",0.941618242244337,1.98300261864919,1.53745972170343,1.28979158976088,0.197123028798562,0.264332045172919
"ENSMUSG00000048755",179.651256781327,0.205482872642758,0.159324362681051,1.28971407250573,0.197149951720047,0.264347795346249
"ENSMUSG00000086784",78.4177004905931,0.258983502141707,0.200811358584581,1.2896855236036,0.197159867866105,0.264347795346249
"ENSMUSG00000001569",934.875125579422,0.174004678141304,0.134974324470301,1.28916872763895,0.197339434371462,0.264571717643801
"ENSMUSG00000081707",1.85883086694086,-1.7874632895477,1.38720960988136,-1.28853150729007,0.197561008424374,0.264851927112059
"ENSMUSG00000026527",8.98805950859009,0.775140579170718,0.601593259701868,1.28847949452568,0.197579102319435,0.26485847652663
"ENSMUSG00000062456",12.7546773322759,-0.85328712679639,0.662270277262106,-1.288427332605,0.197597249319977,0.26485847652663
"ENSMUSG00000108792",0.574531102363788,-2.44640788734444,1.89878196653491,-1.28840905931337,0.197603606840481,0.26485847652663
"ENSMUSG00000022186",1550.40947896251,0.269470852541604,0.209162690367871,1.28833135616904,0.197630642466423,0.264877862985055
"ENSMUSG00000024487",1317.16308976199,0.174945897945649,0.135818069625954,1.28809000472069,0.197714634288131,0.264973578641094
"ENSMUSG00000031388",181.530650036379,0.286989831886014,0.222833595850192,1.28791096688559,0.197776957452429,0.265023387175808
"ENSMUSG00000092265",0.695769131854472,-2.71152288568069,2.10533855982389,-1.28792724240395,0.197771291342091,0.265023387175808
"ENSMUSG00000079451",20.1491859417973,-0.43731195231041,0.339633950426844,-1.28759787341874,0.197885979996681,0.265152614636865
"ENSMUSG00000055093",3.26423325542831,-2.48621783922105,1.93121511984424,-1.28738523931066,0.197960046566494,0.265234990213638
"ENSMUSG00000039155",15.8581680886305,-0.83958770206123,0.652275894994242,-1.28716653260449,0.198036249551587,0.265320217588859
"ENSMUSG00000107462",1.65915699589548,-2.10499244834448,1.63552428024366,-1.28704445037703,0.198078795438603,0.265360344699938
"ENSMUSG00000002249",901.855073109963,0.240806882084293,0.187109408372788,1.28698435946375,0.198099739690682,0.265371529472468
"ENSMUSG00000021879",3.76994562138143,-1.37116320863855,1.06548922806294,-1.28688603556446,0.198134013266398,0.265400567455639
"ENSMUSG00000020702",0.830490707082229,-2.74854921059348,2.13590594759887,-1.28683063675315,0.198153325998944,0.265409562967053
"ENSMUSG00000021600",0.662865494250077,2.52615748303251,1.96380470683068,1.28635880861564,0.19831786711211,0.265613066059694
"ENSMUSG00000041736",189.292994653832,-0.397947762613219,0.309448668428199,-1.28598957828624,0.19844669885977,0.265768719697209
"ENSMUSG00000028096",561.379480874165,0.179469907045425,0.139603132346242,1.28557220765152,0.198592401384171,0.265946946212616
"ENSMUSG00000034071",37.9631601389846,-0.658968061732771,0.512623958008504,-1.28548042173604,0.198624453992217,0.265972964355029
"ENSMUSG00000092152",0.667437084894966,-2.6667976548917,2.07505374041159,-1.28517040448443,0.198732743242183,0.2661010592545
"ENSMUSG00000103423",0.923517993988723,-2.38910968362613,1.85904969486351,-1.28512416329007,0.198748899022991,0.266105779964121
"ENSMUSG00000089643",0.568376833942684,-2.44021339074032,1.90004946108508,-1.28428940441728,0.199040712789845,0.266479556317548
"ENSMUSG00000094296",7.15793776813411,-0.786695470769479,0.612785083592975,-1.2838032318881,0.199210812490467,0.26669034237906
"ENSMUSG00000039313",9.5057609453163,0.609141350995689,0.474572739175713,1.28355739955419,0.199296863547503,0.266788590004596
"ENSMUSG00000047810",26.2299516478369,0.454060481270041,0.353781459718068,1.28344905816118,0.199334795948953,0.266822415238151
"ENSMUSG00000084328",1.36660298156753,-1.44578001033957,1.12652578286715,-1.28339717770141,0.19935296216157,0.266829779542731
"ENSMUSG00000028521",656.335705242544,0.212312334728247,0.165437106734756,1.28334168143212,0.199372395807684,0.266838839237206
"ENSMUSG00000022760",157.658123185378,0.32128610429106,0.250365449642641,1.28326853705113,0.199398011571996,0.26685617136571
"ENSMUSG00000029076",3083.02165167529,0.0995782835248121,0.0776195816683481,1.28290157437705,0.199526561215211,0.26701124988842
"ENSMUSG00000073684",179.492232082086,0.257523233479101,0.200745157607316,1.28283659017495,0.199549331953474,0.267024761824562
"ENSMUSG00000094439",0.873666936578148,2.36623442690315,1.8446947683728,1.28272409477824,0.199588755302154,0.267060554138262
"ENSMUSG00000051648",3.84073121865621,-1.3653545986549,1.0649572752308,-1.28207453051016,0.199816502547604,0.267348313467675
"ENSMUSG00000052430",3.24325579023631,1.08853948966161,0.849100822183189,1.28199085576526,0.199845853997135,0.267370605655679
"ENSMUSG00000071867",0.702446232971206,2.40875021593084,1.8793480865447,1.28169455843568,0.199949814570896,0.267475723377411
"ENSMUSG00000101066",2.61148976664919,1.31360964388628,1.02488179265716,1.28171819745236,0.199941519001009,0.267475723377411
"ENSMUSG00000020716",531.9585333707,-0.22734237882778,0.177433876444522,-1.28127944552269,0.200095529875059,0.267653654938583
"ENSMUSG00000083518",1.58835842519436,-1.79794187976464,1.403370766501,-1.28115956430204,0.200137625691446,0.267692968238514
"ENSMUSG00000046500",0.565916546996056,-2.43421914726747,1.90035644069809,-1.28092766974456,0.20021907289891,0.267784907440306
"ENSMUSG00000017195",4.84356172891494,-0.968203498241254,0.756061665147125,-1.28058800343071,0.200338415939277,0.26792751589594
"ENSMUSG00000080962",0.565014926878909,-2.43342637980311,1.90037910885742,-1.28049522774758,0.200371022052833,0.267954113845201
"ENSMUSG00000109384",0.799887317982746,-2.1601746656395,1.68704990965749,-1.28044502612141,0.200388667083488,0.26796070238525
"ENSMUSG00000062352",223.516295806748,-0.170141235154194,0.13289268057967,-1.28029049013119,0.200442991015437,0.268016334181903
"ENSMUSG00000032999",1.20659967196498,-1.87678706618663,1.4659624506848,-1.28024224993616,0.200459951059928,0.268022002086662
"ENSMUSG00000090352",1.51556592511005,-2.25286923864706,1.76005880617612,-1.27999657212682,0.200546341476909,0.268120494230408
"ENSMUSG00000084349",0.567376691522547,2.99882908226134,2.34292583681601,1.27995049400996,0.200562547462802,0.268125146731839
"ENSMUSG00000046108",1.17295322539081,1.70182446747315,1.32997424584626,1.27959204682966,0.200688648404697,0.268259683621277
"ENSMUSG00000091900",1.99100492832687,-2.15571561554747,1.68465822967496,-1.27961599425623,0.200680221948609,0.268259683621277
"ENSMUSG00000056919",397.87590610877,-0.278671281468581,0.217789958377411,-1.27954146070255,0.20070644915271,0.268266457983788
"ENSMUSG00000020097",1684.7729867715,0.169249476887029,0.132294910634936,1.27933475350437,0.200779199305328,0.268346672809183
"ENSMUSG00000034739",6.18386586043763,-1.23134440968074,0.962545277861024,-1.27925868839858,0.200805975098143,0.268365435416605
"ENSMUSG00000041654",328.274719168705,-0.183411019389988,0.143470740083902,-1.27838623598602,0.201113274749227,0.268759075586163
"ENSMUSG00000081712",0.683060380279556,-2.69368740829299,2.107160477386,-1.27834943622072,0.20112624408718,0.268759360479026
"ENSMUSG00000092137",2.84233536045542,3.89996204409573,3.05136491931079,1.27810410987376,0.201212720021553,0.268840814137491
"ENSMUSG00000094338",0.893984551003898,-3.06363574635941,2.39696309600606,-1.27813221299243,0.201202812480546,0.268840814137491
"ENSMUSG00000008307",59.4247729468857,-0.439653484912516,0.344128030095401,-1.27758696317366,0.201395099695306,0.269054255162474
"ENSMUSG00000041498",102.498612772709,0.289038102793751,0.226238977895028,1.27757871558216,0.201398009310712,0.269054255162474
"ENSMUSG00000081359",1.07381077477865,-2.16608424917501,1.69559732482947,-1.27747562316593,0.201434381216014,0.269085783530319
"ENSMUSG00000083456",0.848374146181598,-3.01337639879833,2.35934414122093,-1.27720935074734,0.201528346617903,0.269194239199429
"ENSMUSG00000055184",20.7465983413804,-0.390753593259558,0.305960131361355,-1.27713892499954,0.201553204644204,0.269210375849419
"ENSMUSG00000030859",3.63764525095812,-1.20456590037036,0.943250457261496,-1.27703717617857,0.201589122657755,0.269231017730272
"ENSMUSG00000084094",0.682579093802295,-2.69039916784287,2.10677466008647,-1.2770227489505,0.201594215943461,0.269231017730272
"ENSMUSG00000061589",1653.48559159648,0.222906032737899,0.174578482557669,1.27682420807081,0.201664316931268,0.269290499012859
"ENSMUSG00000081642",0.681196058681712,-2.69101849010145,2.10755328546796,-1.27684481747466,0.201657039318224,0.269290499012859
"ENSMUSG00000034255",556.632794527928,0.303336260701182,0.237628568726129,1.27651427741747,0.201773783045879,0.269419597882858
"ENSMUSG00000031786",0.68106245643205,-2.6894111736288,2.10733643253982,-1.27621348546964,0.201880062830389,0.269544426094643
"ENSMUSG00000080932",2.74943559267651,-1.32643554946102,1.03976826681216,-1.27570305018805,0.202060509948169,0.269768258291488
"ENSMUSG00000027409",0.817059438548481,-2.42334250241174,1.90067168372244,-1.27499268977673,0.202311829445801,0.270086676884652
"ENSMUSG00000073753",1.21592231026968,-1.93987181211102,1.52152122478128,-1.27495547253367,0.202325002868535,0.270087149809109
"ENSMUSG00000082266",0.654995383144575,-2.646877117868,2.07649585245005,-1.27468451947302,0.202420928309789,0.27019808277743
"ENSMUSG00000098052",0.740102326365976,-2.00823957454988,1.57554389890515,-1.27463257351661,0.202439322508373,0.270205517005316
"ENSMUSG00000096036",12.1863452162022,-1.0841659117499,0.851057474058279,-1.2739044598011,0.202697277668919,0.270532683593467
"ENSMUSG00000095895",0.832419717920329,-2.15671691565932,1.69321070161698,-1.27374396677254,0.202754169120314,0.270591473313226
"ENSMUSG00000041754",1.04989624986044,-1.76419472160652,1.38510111072565,-1.27369381768978,0.20277194831549,0.270598060492719
"ENSMUSG00000089857",53.0457301744652,-0.4712424505959,0.370062865242076,-1.27341188445816,0.202871922349541,0.27071432845541
"ENSMUSG00000108684",0.558452160889752,-2.4204459965966,1.90084943634514,-1.27334966689972,0.202893989643423,0.270726628739537
"ENSMUSG00000000884",36.5511213860582,-0.42458917658929,0.333500672864365,-1.27312839564186,0.202972484193234,0.270797066202334
"ENSMUSG00000020107",482.476981269556,0.169494674636951,0.133131811569826,1.2731342917846,0.202970392287882,0.270797066202334
"ENSMUSG00000027809",1233.71972079422,0.15493824053775,0.121723281409202,1.27287268913567,0.203063221971124,0.270900970284911
"ENSMUSG00000106831",253.374592907059,-0.191189073218314,0.150234135255581,-1.27260740638643,0.203157389109389,0.271009435934261
"ENSMUSG00000053173",1.46112536464128,-1.82398613911693,1.43357064432782,-1.27233781351052,0.203253118784171,0.271119972121792
"ENSMUSG00000002791",7.82232071631633,-0.952278221339558,0.748470003105839,-1.27229978140473,0.203266626239485,0.271120824780938
"ENSMUSG00000040614",7.64219029894844,0.838168897944383,0.65886221400073,1.27214595120711,0.203321267130297,0.271176538404015
"ENSMUSG00000029630",0.638781671663016,3.02367590642356,2.37744692326047,1.27181636605239,0.20343837264611,0.271315550910298
"ENSMUSG00000082941",1.10377822921025,-2.33263529918114,1.83426753996012,-1.2716985109118,0.20348025989276,0.271354237336576
"ENSMUSG00000105832",0.762683819740301,-2.13941759330841,1.68307955348279,-1.27113278090826,0.203681415087264,0.271605299650225
"ENSMUSG00000052581",5.5440363079584,0.798674076394848,0.628358020352425,1.27104938669661,0.203711079594188,0.271627665082586
"ENSMUSG00000090225",2.4427796831929,-1.3208739477645,1.03943259616969,-1.27076440803562,0.20381247429021,0.271745666423265
"ENSMUSG00000047034",0.650734460877697,-2.63902962606875,2.07727658132907,-1.27042765984502,0.203932335795259,0.271888273294331
"ENSMUSG00000026602",1.95331765398927,1.28507241949059,1.01158476694798,1.2703556453976,0.203957975136252,0.271905250452144
"ENSMUSG00000035919",186.312471444862,0.195113464200852,0.153631024731292,1.27001342692412,0.204079847416952,0.272050509663256
"ENSMUSG00000048544",3.62362080325025,-0.892471366587997,0.702761935208398,-1.26994835928805,0.204103025570946,0.272064193708356
"ENSMUSG00000028788",4712.2590097789,-0.233810154349458,0.184127430571059,-1.26982793179871,0.204145928861256,0.272104167468704
"ENSMUSG00000020462",308.20928483903,0.19387144833249,0.152698414286888,1.26963629084089,0.204214216068121,0.272177968012351
"ENSMUSG00000099313",0.555290205672312,-2.41358473303973,1.90111521945337,-1.26956257482054,0.204240487639954,0.272195764063899
"ENSMUSG00000096488",22.8489632588945,0.401627672611416,0.316406890774109,1.2693392094869,0.204320107579892,0.272284651903905
"ENSMUSG00000041750",0.927953068005009,-2.29898682150458,1.81174751902682,-1.26893333500436,0.204464841810504,0.272460296762097
"ENSMUSG00000026749",1774.74325690722,-0.212994244457793,0.167921284284332,-1.26841719538746,0.20464900412157,0.272688456098998
"ENSMUSG00000059511",0.552240339389881,-2.41026503601645,1.9011304372536,-1.26780624242614,0.204867152389742,0.272944608176266
"ENSMUSG00000091071",30.9550974602976,1.04379168096341,0.823302398333083,1.26781081055606,0.204865520655613,0.272944608176266
"ENSMUSG00000030588",320.624179137488,-0.291677012791907,0.230099789705368,-1.26761094899472,0.204936919961268,0.273020295078341
"ENSMUSG00000075593",20.0962437388434,-0.408420051782812,0.322234718385582,-1.26746135186495,0.204990374448234,0.273074241227229
"ENSMUSG00000001829",389.22692831039,-0.221653585324426,0.174902423034497,-1.26729853983045,0.205048562442961,0.273134485813412
"ENSMUSG00000052353",163.478237720227,-0.264803939951694,0.208987458072088,-1.26708053389669,0.20512649519246,0.273221022076744
"ENSMUSG00000042564",50.8823003258869,0.34918622087838,0.27560511698978,1.26698018052883,0.205162376745496,0.273234267740256
"ENSMUSG00000089807",0.560377438193043,-2.40620179485773,1.89914348909045,-1.26699315174449,0.205157738603919,0.273234267740256
"ENSMUSG00000020427",1070.81717318038,0.229182372040437,0.180899976418257,1.26690106089647,0.205190669349274,0.273254674958591
"ENSMUSG00000025466",27.6729259506061,0.639459591382198,0.504839282247306,1.26665973482813,0.205276983310484,0.273352342394678
"ENSMUSG00000067919",1.61501335968556,-2.10649815328183,1.66318834210222,-1.2665421587908,0.205319045739467,0.273391074681465
"ENSMUSG00000047509",0.86106048847304,-3.00802703544686,2.37532661399775,-1.26636354668896,0.205382955599889,0.273441610839435
"ENSMUSG00000075268",1.60962581113033,-2.56548849980279,2.02582176887585,-1.26639398352719,0.205372063859735,0.273441610839435
"ENSMUSG00000109398",64.3530776960932,-0.257359698799213,0.203242892315787,-1.26626666185867,0.205417628369184,0.273470492361325
"ENSMUSG00000052605",97.4406169733566,0.233054337522881,0.184072827027085,1.2660985398382,0.205477805325094,0.273533321564062
"ENSMUSG00000013766",4.09726309428487,1.10092325797261,0.869598573455091,1.26601318306954,0.2055083625049,0.273544273473815
"ENSMUSG00000079388",4.9885103014076,-1.09698457646643,0.866494434814585,-1.26600302597578,0.205511998899664,0.273544273473815
"ENSMUSG00000027285",498.355072712061,0.15303636789683,0.120896307475326,1.2658481560991,0.205567450474033,0.273600796843803
"ENSMUSG00000100007",0.845319405822343,-3.0100473396559,2.37810479418437,-1.26573368298022,0.205608444868929,0.273638072449211
"ENSMUSG00000022779",724.500379578349,0.102944252439011,0.0813555685295087,1.26536209259815,0.205741557423698,0.273795602603291
"ENSMUSG00000106784",1.01584085022546,-1.97348431706707,1.55965890837531,-1.26533071203552,0.205752801557639,0.273795602603291
"ENSMUSG00000090319",1.15926889014224,-1.72321079241052,1.36218037017264,-1.26503863228636,0.205857479602552,0.273917597432498
"ENSMUSG00000006599",2039.73794958603,-0.145677692206434,0.115180417672649,-1.26477829434913,0.205950814351752,0.274024484217055
"ENSMUSG00000047394",4.46263294425588,0.803855310817387,0.635685700051841,1.26454836211013,0.206033273799849,0.274099579825031
"ENSMUSG00000059991",10.4077318356478,-0.599427626736059,0.474017888463944,-1.26456752229015,0.206026401564573,0.274099579825031
"ENSMUSG00000031511",1213.31240216377,0.145287420279937,0.114924540322261,1.26419840246944,0.206158824098081,0.274249290625235
"ENSMUSG00000075012",26.3497187638173,0.46948442868572,0.371415050914123,1.26404255166889,0.206214754466757,0.274306374257219
"ENSMUSG00000081248",0.902141952680741,1.99404044198519,1.57800958651787,1.26364279344168,0.206358266578387,0.274479944352275
"ENSMUSG00000063681",6.83762738383451,-0.769957872584202,0.609338877382253,-1.26359551501453,0.206375244199468,0.274485197906609
"ENSMUSG00000082373",0.696636022147448,-2.71667004202433,2.15008432564446,-1.26351790468034,0.206403116167645,0.274504939687925
"ENSMUSG00000025977",3.21103514234778,-1.3170734217635,1.0424559923861,-1.26343311505057,0.206433569539141,0.274528111886647
"ENSMUSG00000087052",1.0609327027183,2.0258248381216,1.60369498964798,1.26322327574665,0.206508950263871,0.274579552865331
